offer_id,customer_id,transaction_id,reward_amount
O003,C02044,T0002554,88.37
O016,C03588,T0020739,21.82
O004,C01759,T0069271,52.13
O015,C00233,T0085937,31.86
O019,C04888,T0070183,200.11
O004,C00265,T0027773,390.16
O007,C01244,T0074732,56.8
O003,C02548,T0095424,26.96
O017,C01783,T0042019,762.94
O017,C01733,T0077259,289.58
O013,C04017,T0057628,24.67
O010,C04123,T0028697,117.67
O014,C03814,T0020707,10.89
O006,C04015,T0046498,203.75
O008,C02105,T0097771,379.17
O001,C04959,T0032127,78.39
O010,C03356,T0039811,61.41
O018,C02618,T0002864,79.43
O002,C03388,T0044951,39.08
O014,C00562,T0089804,73.54
O005,C01975,T0081275,231.4
O010,C01408,T0068854,669.13
O014,C01443,T0079591,90.53
O008,C03996,T0032837,36.56
O019,C04637,T0041772,92.14
O010,C03517,T0014344,60.04
O011,C02810,T0071689,79.03
O004,C04409,T0059041,125.77
O008,C04931,T0018354,267.24
O003,C03664,T0071929,78.86
O007,C01040,T0025111,55.37
O012,C02537,T0014768,79.64
O003,C04149,T0071269,423.7
O016,C02334,T0027160,124.77
O014,C01833,T0021521,12.44
O009,C00112,T0003591,77.32
O010,C00486,T0004217,188.98
O006,C03756,T0042686,356.52
O009,C02499,T0062907,17.97
O012,C04316,T0038779,69.94
O005,C02033,T0044832,112.08
O015,C04443,T0035197,27.29
O003,C01483,T0065663,46.92
O019,C01911,T0080005,176.99
O010,C03464,T0020111,99.21
O010,C03529,T0050260,44.89
O011,C00335,T0066945,54.78
O013,C01161,T0033528,19.01
O003,C02949,T0052312,134.0
O015,C03478,T0054313,56.35
O005,C04520,T0046087,100.46
O004,C00090,T0017452,279.23
O001,C02855,T0013083,19.22
O020,C01525,T0039271,22.28
O010,C02334,T0021835,57.89
O007,C00140,T0082549,10.18
O001,C02690,T0048480,234.94
O019,C02105,T0074877,65.61
O005,C02887,T0005573,87.02
O003,C00210,T0007300,110.08
O014,C00379,T0060728,26.57
O013,C00406,T0082625,116.42
O009,C00707,T0053673,36.95
O011,C00585,T0072963,77.31
O001,C02927,T0032192,214.36
O001,C03907,T0078317,59.01
O010,C04269,T0023091,154.78
O008,C02411,T0037370,75.34
O009,C02676,T0063047,76.35
O016,C03885,T0085210,
O013,C01884,T0008246,52.88
O009,C00012,T0002177,6.49
O004,C02493,T0052565,47.53
O020,C00058,T0077221,84.16
O017,C00357,T0036194,105.45
O018,C04256,T0058453,23.07
O007,C02038,T0014058,96.32
O011,C00919,T0081056,21.92
O019,C04480,T0075352,36.99
O012,C04579,T0047786,93.41
O018,C03925,T0079852,68.8
O002,C04736,T0042816,55.38
O002,C03284,T0059250,23.1
O005,C01471,T0031079,61.26
O012,C04343,T0093474,65.23
O010,C03024,T0043391,142.3
O004,C04051,T0010613,93.72
O009,C03297,T0032544,54.32
O018,C01746,T0030266,170.77
O017,C00696,T0081046,154.75
O010,C01427,T0050008,75.98
O009,C01272,T0016413,21.6
O006,C03449,T0033446,120.36
O001,C04534,T0082031,68.77
O013,C01088,T0099358,279.16
O011,C04279,T0007599,33.87
O004,C01479,T0015196,337.19
O006,C03555,T0008871,59.25
O002,C04376,T0055801,34.1
O005,C01745,T0068590,536.41
O017,C04957,T0094954,43.93
O009,C00837,T0002903,5.84
O007,C03070,T0031493,41.12
O012,C00616,T0007208,31.22
O020,C03405,T0008669,167.92
O014,C04703,T0054898,14.52
O004,C02516,T0077049,93.46
O003,C04866,T0077284,23.26
O011,C02105,T0051030,40.47
O013,C03359,T0092517,10.95
O020,C02085,T0069965,142.29
O008,C00598,T0072745,128.12
O002,C01787,T0088617,108.41
O004,C04879,T0036005,136.18
O013,C02958,T0097404,23.94
O014,C03442,T0021572,30.89
O005,C01221,T0053260,141.19
O007,C00776,T0009533,31.67
O011,C04694,T0091921,65.17
O006,C01055,T0030702,36.48
O019,C03728,T0057817,327.14
O017,C03927,T0056235,60.08
O008,C01807,T0080233,690.25
O009,C03730,T0054204,27.77
O007,C04016,T0096053,31.52
O004,C01464,T0063353,59.26
O009,C00894,T0072590,23.36
O019,C01221,T0041208,46.73
O013,C01408,T0044996,29.41
O002,C00347,T0056757,59.97
O001,C01213,T0095340,113.06
O007,C02197,T0039293,10.97
O009,C04054,T0025326,5.31
O009,C03826,T0072991,42.32
O015,C03624,T0018288,30.94
O008,C03106,T0057998,1040.14
O001,C01213,T0028094,168.84
O020,C00713,T0042235,54.48
O017,C02995,T0014641,195.15
O005,C04552,T0056799,567.55
O002,C01519,T0040240,71.56
O005,C03652,T0035719,170.31
O008,C04353,T0047878,302.91
O016,C02566,T0026744,6.14
O009,C00714,T0032672,8.67
O020,C03259,T0092854,168.81
O013,C01912,T0056439,42.04
O015,C03710,T0006387,47.91
O012,C04432,T0091114,34.92
O002,C02496,T0022854,
O017,C00514,T0002048,232.65
O004,C01842,T0043730,34.71
O018,C01137,T0018457,131.42
O015,C01991,T0030223,49.28
O006,C02759,T0079687,83.17
O001,C03820,T0043657,130.24
O015,C03501,T0083166,30.55
O020,C00828,T0029134,681.88
O007,C01005,T0048968,101.36
O003,C00378,T0067763,235.25
O012,C03312,T0061517,191.7
O014,C04367,T0068848,17.0
O016,C01941,T0030236,76.0
O001,C00373,T0059975,76.64
O015,C02077,T0061473,9.95
O014,C04568,T0062836,29.54
O006,C03062,T0065321,142.67
O010,C00282,T0059246,119.32
O015,C02772,T0017449,48.58
O006,C01531,T0079948,267.87
O017,C01343,T0052601,88.12
O018,C02115,T0041435,30.75
O004,C00188,T0072322,101.79
O018,C04616,T0088715,204.54
O012,C03121,T0031737,60.9
O004,C04580,T0062400,80.31
O006,C03215,T0088363,138.46
O003,C02335,T0024390,39.99
O016,C01436,T0085005,20.6
O004,C01611,T0053222,1144.94
O014,C02332,T0073749,145.76
O006,C03919,T0032656,83.87
O009,C01592,T0078293,39.38
O005,C03210,T0030507,112.74
O015,C02760,T0014776,36.32
O014,C00046,T0070621,57.99
O016,C01578,T0041554,15.21
O005,C04012,T0036562,103.73
O008,C00706,T0062412,57.29
O010,C04689,T0081601,139.74
O002,C01316,T0018218,68.02
O017,C03892,T0076840,757.79
O015,C02895,T0072267,32.28
O015,C00188,T0010995,36.61
O019,C00594,T0071796,92.4
O005,C02568,T0053785,329.05
O002,C02543,T0058951,54.75
O003,C01810,T0088297,84.79
O018,C01700,T0008815,184.59
O020,C03456,T0090419,250.41
O012,C04563,T0023185,46.68
O019,C04531,T0057000,41.1
O006,C00144,T0032540,99.12
O013,C00305,T0029346,133.29
O001,C02628,T0060275,106.25
O011,C01051,T0094196,890.67
O011,C03517,T0038262,202.03
O016,C02429,T0063237,205.33
O006,C03125,T0068967,55.75
O010,C04296,T0028077,499.9
O003,C03469,T0056428,70.06
O016,C03369,T0001788,16.46
O001,C03027,T0075524,360.39
O016,C01490,T0075961,19.16
O018,C04929,T0007395,76.11
O014,C02880,T0072766,83.25
O009,C04514,T0072116,23.61
O011,C01601,T0054309,372.0
O001,C04331,T0096028,235.13
O019,C04096,T0050841,19.78
O014,C01801,T0031666,24.53
O017,C01953,T0054449,117.61
O017,C02952,T0003724,151.29
O011,C04628,T0083505,199.24
O005,C03985,T0039967,115.69
O006,C04824,T0074917,165.28
O005,C04472,T0053928,271.01
O009,C00746,T0018416,16.61
O015,C00350,T0001261,91.51
O007,C01829,T0054164,21.41
O018,C00888,T0086986,73.72
O018,C02608,T0078610,70.85
O014,C02315,T0031203,19.29
O017,C03291,T0003427,75.38
O008,C01405,T0042128,40.01
O011,C03417,T0071896,648.98
O020,C01566,T0012671,96.28
O013,C02670,T0070519,38.1
O007,C02554,T0071515,26.21
O012,C03782,T0027783,150.49
O007,C02059,T0008473,52.96
O015,C03477,T0068981,35.39
O006,C00793,T0011008,83.66
O012,C01872,T0034461,88.35
O019,C00442,T0004403,73.53
O012,C03650,T0076681,38.55
O004,C00199,T0055516,40.91
O001,C01201,T0052148,119.1
O008,C02044,T0043334,108.08
O014,C00703,T0017230,94.54
O014,C00588,T0020720,41.58
O003,C01263,T0099580,41.28
O001,C00579,T0098577,182.31
O005,C04886,T0045036,75.19
O004,C01509,T0097185,62.78
O008,C03490,T0024593,67.96
O001,C00208,T0003195,454.74
O009,C01174,T0084464,13.6
O007,C01693,T0005112,49.29
O005,C02137,T0024306,74.36
O019,C04736,T0076824,44.67
O011,C02164,T0013230,89.57
O011,C00931,T0024270,424.25
O002,C04533,T0023475,68.28
O010,C00116,T0017114,29.3
O011,C00957,T0036338,65.63
O004,C03816,T0052253,17.96
O011,C02840,T0089841,49.98
O018,C00182,T0099986,25.33
O014,C04691,T0042276,104.01
O015,C02996,T0099732,69.93
O020,C01637,T0041179,66.22
O005,C00387,T0023780,92.07
O005,C00567,T0014506,183.7
O011,C03707,T0081288,103.98
O019,C02829,T0084499,99.89
O012,C04911,T0042499,56.88
O001,C02118,T0057657,65.34
O012,C04079,T0088704,303.88
O009,C01353,T0036128,5.46
O012,C00235,T0085980,98.09
O012,C04025,T0078367,127.05
O005,C02241,T0043589,199.11
O011,C03990,T0089887,375.56
O014,C00613,T0022779,86.56
O008,C04013,T0015330,362.58
O004,C00273,T0020346,88.55
O016,C04114,T0094005,26.56
O017,C03149,T0021766,382.15
O007,C01650,T0037816,54.92
O007,C01331,T0009903,32.0
O007,C01513,T0032952,68.89
O015,C03318,T0009060,117.58
O016,C03864,T0014731,28.94
O003,C03164,T0005403,54.66
O016,C01011,T0063406,14.07
O020,C00693,T0069249,169.99
O015,C01794,T0038734,36.75
O015,C04024,T0089011,58.8
O016,C03838,T0069478,137.05
O004,C04162,T0051898,164.92
O020,C01727,T0073782,41.6
O012,C03681,T0001909,354.5
O001,C00990,T0029225,18.46
O013,C00271,T0075447,57.64
O015,C01915,T0045679,23.17
O007,C02780,T0071438,26.52
O011,C04244,T0070517,447.85
O004,C03296,T0089939,40.53
O019,C00800,T0027649,330.94
O019,C04010,T0081596,28.24
O013,C00109,T0066488,291.98
O001,C04965,T0037196,42.32
O001,C03607,T0057053,97.8
O009,C04829,T0061278,37.61
O017,C03893,T0081285,59.44
O004,C01328,T0095006,25.08
O005,C04028,T0077048,435.27
O017,C02271,T0016686,108.26
O012,C02332,T0017962,501.81
O019,C00818,T0073786,50.04
O017,C03030,T0061553,117.06
O015,C04456,T0005592,12.95
O005,C04601,T0066368,123.7
O004,C03754,T0095204,68.23
O018,C03064,T0009887,292.16
O003,C03845,T0049039,297.59
O014,C01476,T0059111,4.04
O013,C01917,T0022963,49.19
O003,C01733,T0042819,148.73
O007,C03485,T0092679,16.64
O006,C01385,T0032716,180.11
O015,C00402,T0027107,113.63
O004,C00219,T0077511,93.92
O017,C04066,T0034763,70.62
O004,C00019,T0059933,83.01
O017,C04594,T0061148,74.45
O020,C03149,T0028621,149.5
O003,C03593,T0008664,81.51
O007,C02015,T0046482,136.85
O008,C04921,T0013858,47.64
O005,C02395,T0095912,42.2
O005,C04073,T0060065,45.55
O019,C02376,T0021485,21.67
O017,C01118,T0064519,1029.86
O018,C02110,T0056830,26.24
O013,C00905,T0018595,35.91
O010,C03084,T0039627,33.8
O008,C02026,T0029431,88.19
O001,C03286,T0079047,411.2
O003,C04939,T0073950,262.74
O002,C02294,T0062281,44.14
O014,C02906,T0080257,15.84
O015,C00979,T0004460,10.22
O001,C02574,T0095474,52.4
O010,C04947,T0088389,220.42
O016,C02682,T0034562,113.25
O020,C02491,T0042300,25.19
O011,C00839,T0050369,55.77
O010,C03561,T0078816,122.53
O017,C04848,T0018995,337.22
O004,C03698,T0094150,59.99
O008,C01750,T0000771,57.17
O016,C03238,T0005543,19.81
O015,C04286,T0047346,28.08
O011,C03693,T0098884,41.15
O004,C02313,T0028826,120.09
O017,C02745,T0084517,905.3
O016,C02017,T0060375,72.07
O001,C03939,T0074722,403.49
O009,C04710,T0017140,188.37
O016,C04914,T0042860,71.56
O010,C03464,T0050145,81.55
O009,C04001,T0096677,68.4
O007,C01001,T0093086,17.99
O009,C00997,T0035841,13.65
O009,C00903,T0079571,4.71
O013,C04230,T0008699,34.73
O010,C03556,T0087816,215.13
O016,C03472,T0036376,78.4
O004,C02005,T0005678,85.15
O003,C04105,T0025618,203.15
O008,C04848,T0041481,134.67
O015,C02669,T0010579,78.82
O018,C01455,T0024876,72.21
O017,C00891,T0048625,123.71
O017,C03954,T0041253,198.73
O006,C03583,T0082850,54.27
O015,C01361,T0068605,43.05
O014,C03748,T0085354,16.48
O008,C04724,T0085735,163.06
O010,C01773,T0012195,77.61
O008,C02946,T0011494,119.5
O017,C03975,T0055461,340.14
O003,C02528,T0058584,89.7
O001,C04884,T0083547,49.77
O005,C04322,T0082156,71.17
O016,C02292,T0027463,20.35
O009,C02617,T0067602,150.8
O013,C00988,T0035624,59.82
O004,C02622,T0073626,115.95
O009,C01631,T0044209,16.34
O004,C00853,T0029411,21.16
O009,C00036,T0016999,66.77
O016,C04149,T0047922,22.35
O014,C00939,T0048949,13.29
O010,C04732,T0066329,46.6
O018,C02616,T0049857,46.51
O015,C01320,T0029181,34.2
O001,C03026,T0087594,77.84
O003,C03965,T0088239,23.39
O020,C01080,T0090421,97.05
O009,C03013,T0051418,25.33
O001,C04379,T0035601,409.8
O007,C04277,T0025595,12.64
O011,C00638,T0038009,39.5
O014,C02856,T0016297,62.33
O005,C04687,T0060813,83.4
O014,C03992,T0093878,4.51
O019,C02463,T0065322,35.03
O012,C01499,T0089261,54.4
O018,C03249,T0095579,19.84
O012,C03688,T0047524,70.17
O008,C03960,T0087868,107.6
O019,C04315,T0028098,136.99
O001,C02511,T0039022,104.36
O002,C03172,T0079396,62.75
O007,C02222,T0032701,14.86
O005,C01552,T0011742,72.93
O015,C00097,T0008002,99.27
O010,C00767,T0076271,354.47
O009,C02384,T0025840,9.76
O001,C00209,T0028916,80.78
O008,C01238,T0075348,113.67
O019,C04549,T0006251,84.88
O014,C02987,T0062527,4.65
O014,C04860,T0078907,43.29
O016,C01756,T0089439,75.6
O003,C02944,T0020988,41.36
O014,C03067,T0097179,59.31
O019,C03195,T0049160,76.77
O015,C03178,T0001012,16.15
O005,C01157,T0074847,380.14
O016,C02989,T0091621,84.28
O016,C02257,T0057652,14.97
O004,C01791,T0057160,106.93
O017,C00107,T0035316,243.52
O002,C02039,T0058292,40.18
O016,C02547,T0083793,5.44
O005,C00736,T0029976,30.67
O008,C01964,T0013989,243.34
O007,C01371,T0077650,52.26
O005,C02292,T0070374,162.81
O001,C02257,T0020059,27.71
O013,C03496,T0032844,95.76
O001,C01031,T0027680,88.25
O013,C01439,T0054956,98.55
O019,C03972,T0039766,35.39
O008,C02928,T0024205,30.93
O003,C04760,T0083778,66.69
O003,C01555,T0013528,144.97
O016,C02030,T0036166,175.07
O014,C01996,T0090809,35.7
O006,C03441,T0025945,83.66
O005,C02354,T0064969,153.0
O015,C04769,T0048021,32.51
O006,C01378,T0029162,108.04
O003,C01061,T0060558,41.76
O017,C01222,T0020027,226.02
O005,C04238,T0014048,129.98
O004,C00571,T0011578,618.45
O013,C04639,T0062789,35.36
O002,C02163,T0068998,85.68
O020,C03066,T0015325,40.42
O010,C01860,T0096726,470.65
O007,C01203,T0036660,66.18
O020,C04265,T0065914,500.95
O020,C01701,T0051673,84.62
O009,C02650,T0077338,48.97
O001,C03245,T0051312,90.81
O017,C01019,T0003341,242.14
O003,C01553,T0033647,226.66
O011,C04940,T0087879,509.81
O019,C02124,T0093999,57.73
O001,C02607,T0067410,224.8
O001,C03224,T0096551,125.58
O010,C00268,T0075719,18.86
O016,C01118,T0022034,24.97
O012,C04273,T0091735,459.06
O010,C03874,T0035957,91.68
O005,C00896,T0076711,230.7
O020,C02787,T0057918,46.77
O016,C04750,T0080633,845.67
O002,C04536,T0007425,17.42
O009,C01152,T0093495,41.05
O019,C03815,T0015436,32.6
O016,C03078,T0094620,185.3
O019,C02295,T0016893,29.53
O011,C03938,T0046380,201.5
O016,C04706,T0030937,135.22
O004,C00456,T0006150,122.44
O001,C02761,T0050237,143.44
O012,C03172,T0090761,493.67
O015,C03404,T0097199,13.87
O012,C01834,T0032224,143.52
O015,C01422,T0069397,23.83
O004,C03591,T0074698,84.35
O011,C03978,T0036123,36.55
O017,C02615,T0014029,1030.71
O018,C04946,T0070540,251.49
O019,C03227,T0022873,91.7
O012,C04910,T0043685,75.95
O007,C02823,T0078019,20.8
O006,C01828,T0018779,622.05
O008,C01414,T0062645,42.39
O001,C02203,T0048868,57.9
O002,C00288,T0063533,54.98
O002,C01780,T0071984,13.65
O012,C04319,T0055456,116.26
O002,C02853,T0090493,17.13
O018,C01692,T0096039,625.36
O010,C01238,T0013527,183.45
O016,C02360,T0072550,21.56
O010,C00868,T0013142,262.47
O017,C01517,T0053815,281.27
O006,C03605,T0005028,136.57
O001,C00486,T0057559,185.59
O018,C02110,T0011768,54.5
O017,C00950,T0030043,95.35
O015,C02363,T0019780,56.66
O004,C00607,T0024653,89.12
O010,C00342,T0024789,74.64
O013,C03460,T0042171,82.95
O010,C03304,T0037888,125.49
O020,C01366,T0080212,86.04
O009,C00512,T0079162,26.74
O017,C04321,T0087709,61.58
O013,C02473,T0079213,76.19
O018,C02296,T0053798,22.7
O019,C00636,T0046959,106.21
O011,C02616,T0028716,61.09
O001,C03087,T0051844,182.32
O013,C02861,T0046050,111.38
O001,C02705,T0099700,82.95
O008,C00627,T0022752,120.22
O010,C01677,T0035285,39.42
O016,C04529,T0021842,26.98
O020,C01562,T0071466,222.87
O006,C02271,T0004548,52.96
O007,C02350,T0019363,15.0
O013,C04505,T0003095,36.5
O001,C00354,T0080618,436.86
O012,C04852,T0090314,135.08
O014,C01658,T0067055,37.61
O010,C01728,T0089706,32.1
O007,C02677,T0039109,40.28
O017,C02865,T0059446,134.85
O010,C00668,T0014721,174.87
O006,C02265,T0062124,614.83
O016,C03739,T0072973,6.72
O007,C03083,T0000753,48.34
O015,C00478,T0067952,17.47
O018,C04361,T0098266,76.34
O007,C04953,T0041536,83.76
O013,C04680,T0071824,269.11
O001,C00084,T0055844,107.92
O010,C02451,T0095367,142.62
O002,C03474,T0024848,73.69
O009,C02708,T0034672,33.32
O003,C01372,T0002450,99.79
O001,C00053,T0067029,193.88
O014,C00068,T0095118,35.98
O018,C04918,T0085984,181.27
O016,C00689,T0053356,180.15
O006,C00243,T0077670,284.21
O014,C02874,T0009968,25.0
O010,C01752,T0095448,90.57
O016,C03429,T0082229,88.24
O013,C00512,T0070083,381.66
O010,C00263,T0026230,54.95
O006,C04554,T0011154,86.73
O006,C02737,T0046229,93.6
O003,C02089,T0070586,107.54
O010,C02006,T0092350,44.15
O017,C01100,T0041266,84.19
O020,C04438,T0027845,28.42
O017,C01461,T0018963,46.6
O010,C04027,T0036944,1056.44
O011,C04206,T0013945,155.62
O005,C03019,T0048067,261.48
O017,C02572,T0077064,36.06
O006,C02212,T0084449,393.87
O005,C00503,T0019658,43.16
O018,C00710,T0064177,202.66
O017,C00361,T0039070,2348.53
O012,C00498,T0024055,21.5
O001,C03596,T0097083,41.35
O017,C03429,T0019554,279.11
O011,C01070,T0064523,21.7
O018,C01680,T0014018,127.99
O019,C03820,T0076068,94.13
O008,C01207,T0049066,247.1
O014,C02735,T0009085,20.56
O015,C04952,T0041047,40.52
O010,C02714,T0041640,67.08
O008,C04466,T0025263,74.31
O008,C03269,T0058288,31.38
O018,C03698,T0051320,65.92
O013,C01083,T0088182,58.8
O008,C01529,T0020284,110.54
O020,C00152,T0091021,259.35
O014,C02687,T0031643,32.48
O011,C01971,T0050615,103.36
O018,C03955,T0088597,64.21
O020,C04708,T0067798,60.89
O014,C04360,T0066254,37.75
O007,C00868,T0001993,96.43
O001,C00163,T0071410,45.92
O013,C04508,T0098893,269.87
O001,C00014,T0023402,453.57
O019,C02769,T0040981,193.68
O016,C04005,T0039793,12.3
O014,C04582,T0052658,27.83
O008,C00447,T0069051,374.13
O010,C04708,T0046861,16.65
O015,C00309,T0055719,19.88
O019,C04824,T0062520,13.07
O002,C00783,T0006185,60.66
O007,C04877,T0002279,9.83
O015,C02454,T0045306,77.17
O002,C04336,T0012510,67.63
O006,C04300,T0057768,129.82
O011,C03577,T0048549,897.93
O005,C01410,T0017309,37.12
O009,C04710,T0089483,105.99
O002,C03381,T0042805,73.56
O001,C01707,T0078888,231.54
O009,C01821,T0082784,39.33
O015,C01513,T0062667,218.38
O018,C04204,T0072232,872.76
O017,C03604,T0039689,54.77
O007,C02139,T0031951,15.9
O002,C04568,T0087558,18.93
O012,C03740,T0028002,88.08
O002,C01446,T0017588,406.43
O011,C02937,T0068158,76.91
O017,C02318,T0072628,751.78
O010,C02586,T0097820,143.02
O004,C03734,T0021677,59.83
O011,C00284,T0070231,735.34
O005,C03464,T0021236,31.96
O007,C03451,T0013884,631.27
O003,C03920,T0082282,36.45
O005,C01977,T0047884,176.26
O014,C00879,T0059745,34.68
O005,C02119,T0060628,506.94
O008,C04700,T0013299,117.44
O005,C01147,T0077839,1190.37
O011,C00807,T0015085,180.79
O014,C01281,T0072176,30.64
O006,C00231,T0008713,42.83
O001,C04295,T0042334,53.16
O009,C02627,T0068640,27.72
O019,C02229,T0057199,139.79
O010,C00747,T0068403,156.99
O004,C03191,T0006857,48.84
O009,C03111,T0066465,41.45
O016,C01272,T0076606,56.38
O014,C01155,T0088579,32.67
O009,C04153,T0032034,22.19
O017,C01738,T0016798,154.24
O014,C01400,T0015484,19.89
O010,C03946,T0018866,41.71
O013,C03402,T0021228,21.37
O006,C00730,T0095063,259.3
O018,C01776,T0094415,64.99
O020,C04833,T0038137,77.81
O020,C04540,T0021373,204.13
O010,C01269,T0053837,287.66
O013,C02950,T0012891,65.16
O002,C03608,T0083065,300.79
O005,C02183,T0060891,56.22
O019,C03823,T0076887,75.68
O002,C04926,T0004793,68.62
O001,C01239,T0022214,591.18
O010,C04932,T0033862,109.23
O006,C02823,T0009660,54.56
O019,C04553,T0071857,20.97
O011,C00065,T0064368,103.8
O002,C04597,T0057085,52.73
O015,C02267,T0021347,163.08
O019,C00854,T0087275,188.21
O018,C00926,T0044402,41.59
O009,C02145,T0028259,22.88
O019,C03472,T0088013,14.67
O020,C03615,T0013053,38.73
O001,C03658,T0066277,70.87
O007,C02804,T0022510,17.73
O009,C04187,T0038761,35.45
O012,C00508,T0039198,45.77
O005,C04292,T0001379,186.01
O020,C03625,T0080331,123.13
O009,C03474,T0012779,41.33
O010,C03913,T0032237,179.56
O007,C02953,T0061781,78.22
O009,C00448,T0095524,22.45
O019,C03029,T0064772,46.01
O003,C02662,T0024560,16.92
O001,C01789,T0051497,80.03
O005,C03692,T0062766,102.1
O019,C04792,T0057926,83.63
O011,C01487,T0085099,271.96
O001,C02230,T0067400,36.24
O007,C01394,T0075878,24.36
O015,C01800,T0001505,11.45
O017,C04868,T0081468,66.06
O013,C00177,T0073398,19.08
O016,C02945,T0049144,161.67
O010,C02360,T0055578,231.24
O014,C04968,T0060576,33.64
O010,C03150,T0070592,126.59
O009,C02535,T0037930,41.62
O008,C00538,T0064397,303.79
O014,C00804,T0023422,44.82
O019,C04989,T0011526,33.69
O011,C03010,T0054315,41.98
O003,C04706,T0009027,25.33
O001,C04240,T0028207,157.57
O020,C02600,T0020639,16.53
O017,C02251,T0025535,33.1
O019,C04419,T0089920,29.56
O010,C02625,T0030501,75.46
O015,C02586,T0041672,30.01
O009,C03850,T0061596,58.75
O002,C00857,T0079216,66.38
O019,C03751,T0044745,51.84
O015,C03301,T0067520,72.0
O004,C01065,T0068410,138.17
O019,C01165,T0069873,42.43
O017,C04663,T0066672,190.4
O006,C00828,T0060784,266.9
O017,C03888,T0090154,95.07
O011,C04586,T0032051,32.94
O005,C01125,T0070829,229.38
O017,C04676,T0033579,29.08
O010,C00550,T0063860,87.2
O020,C00359,T0006070,234.45
O016,C03063,T0026409,413.97
O002,C03464,T0080374,65.38
O019,C04982,T0006748,67.79
O008,C01013,T0009435,689.9
O011,C03487,T0062328,67.25
O018,C02605,T0036482,70.03
O015,C03303,T0089518,322.0
O015,C02635,T0072303,143.04
O008,C02717,T0038988,114.57
O015,C00488,T0043193,42.34
O005,C01624,T0059540,382.75
O010,C03151,T0090640,238.81
O020,C02120,T0023593,594.98
O016,C00913,T0099683,17.75
O013,C01147,T0088845,358.74
O016,C01616,T0007650,33.1
O009,C03739,T0033120,5.79
O006,C04425,T0037278,40.88
O006,C01095,T0054617,92.04
O008,C00398,T0062530,39.48
O020,C02457,T0054784,34.31
O019,C01444,T0006991,60.71
O008,C00458,T0067555,26.02
O013,C01863,T0082827,22.77
O015,C02440,T0072658,35.87
O001,C01876,T0097064,-0.18
O013,C00427,T0049415,16.96
O002,C00098,T0049950,59.38
O014,C00480,T0057196,7.99
O018,C03049,T0080971,33.03
O003,C04562,T0028484,77.63
O020,C04305,T0074832,84.73
O012,C01983,T0016794,19.01
O012,C03411,T0081584,13.2
O001,C02745,T0067197,24.02
O006,C01513,T0091753,259.56
O017,C04592,T0095891,113.29
O009,C02727,T0065815,70.87
O018,C03500,T0011129,55.53
O018,C01195,T0075400,71.15
O014,C02408,T0070385,19.4
O010,C02302,T0083829,229.66
O018,C00671,T0090839,57.31
O005,C02027,T0048871,59.75
O013,C04014,T0085953,42.84
O002,C00778,T0021233,19.41
O018,C03410,T0069560,24.48
O015,C04384,T0032727,49.51
O020,C03549,T0004608,375.06
O014,C02208,T0087199,50.14
O012,C01447,T0059404,53.69
O004,C03666,T0087291,491.06
O018,C01402,T0030328,38.15
O020,C03743,T0063253,72.56
O014,C03924,T0066193,27.52
O004,C04409,T0049355,126.73
O005,C02468,T0041345,845.57
O010,C02301,T0023004,106.35
O003,C02029,T0045084,780.31
O015,C03395,T0001743,289.06
O002,C02539,T0021075,72.78
O006,C01508,T0059460,49.11
O010,C03373,T0017639,296.25
O010,C04454,T0013010,58.16
O014,C03409,T0092853,20.72
O011,C03825,T0097044,158.89
O001,C02510,T0058749,397.05
O018,C03989,T0059945,17.31
O018,C00343,T0071687,29.42
O002,C04399,T0044296,11.92
O005,C00292,T0078181,99.42
O005,C03120,T0004568,131.96
O003,C00412,T0036228,38.6
O003,C03765,T0052318,39.78
O002,C02209,T0063743,23.73
O002,C01342,T0057459,275.14
O017,C01818,T0070100,726.5
O009,C02644,T0070590,53.47
O017,C01319,T0020128,201.13
O005,C04246,T0039273,75.31
O013,C04138,T0056934,56.49
O017,C01699,T0009138,254.53
O019,C00654,T0019806,104.11
O001,C02261,T0087444,458.45
O013,C04616,T0082720,1124.55
O013,C04510,T0076243,104.82
O006,C03590,T0000349,243.22
O004,C03469,T0073881,104.59
O015,C00616,T0005506,113.35
O006,C00568,T0012521,87.33
O005,C00170,T0048228,15.98
O009,C02304,T0026413,41.98
O004,C00423,T0045697,47.98
O016,C00026,T0095986,11.95
O019,C01951,T0088289,192.71
O014,C00073,T0020593,9.28
O006,C02097,T0027005,43.41
O015,C00488,T0063643,17.88
O006,C00970,T0061101,72.21
O019,C00598,T0030748,392.64
O005,C00461,T0059976,156.99
O003,C04618,T0028576,35.54
O001,C02813,T0061602,120.54
O011,C03528,T0072252,1040.89
O009,C04060,T0036192,28.86
O005,C01446,T0051550,106.87
O013,C00851,T0041971,72.01
O003,C01643,T0030602,76.89
O005,C03956,T0019496,48.73
O012,C00789,T0075689,39.25
O006,C04030,T0032173,131.35
O018,C02865,T0085751,577.98
O003,C00515,T0068261,323.29
O003,C01296,T0060187,213.4
O016,C00316,T0093126,72.16
O003,C03259,T0068951,149.02
O014,C01244,T0004105,211.19
O013,C00984,T0040918,90.29
O001,C01688,T0093021,52.61
O009,C00013,T0001384,7.56
O015,C04767,T0066215,5.64
O002,C04828,T0036334,48.16
O010,C04591,T0096165,145.37
O005,C00352,T0051223,785.16
O008,C02705,T0045673,154.86
O006,C00110,T0015298,239.8
